word	translation	notes	date
den polnischen machen	party no gpodbye	clemens	2025-10-25 21:00:00
beschließen 	decide		2025-10-26 23:03:18
nackt	naked		2025-10-26 23:06:18
stellt sich raus 	turns out 	es stellt sich heraus 	2025-10-26 23:09:18
radeln 	cycle		2025-10-26 23:12:18
achten 	pay attention		2025-10-26 23:15:18
ist mir buchstäblich durch die Hände geglitten 	literally slipped through my hands 		2025-10-26 23:18:18
schneiden 	cut		2025-10-26 23:21:18
diejenige 	the one (fem.)		2025-10-26 23:24:18
aufwärmen 	warm up		2025-10-26 23:27:18
kreuz und quer	criss-cross / all over the place 		2025-10-26 23:30:18
die Themen	topics		2025-10-26 23:33:18
die Schlappen	slippers	clemens	2025-10-26 23:36:18
die Schlampen	whores	clemens	2025-10-26 23:39:18
inhaltlich 	in terms of content 		2025-11-03 22:28:50
der Unterschied 	difference 	unter + scheiden	2025-11-03 22:31:50
meist 	mostly, usually 		2025-11-03 22:34:50
betonten	emphasize 		2025-11-03 22:37:50
tendenziell 	tendentially, generally 		2025-11-03 22:40:50
die Intonation 	intonation (speech melody) 		2025-11-03 22:43:50
der Aussagesatz	declarative sentence 		2025-11-03 22:46:50
der Sendeschluss 	end of broadcast		2025-11-03 22:49:50
die Hetze 	?		2025-11-03 22:52:50
anziehen 	giymek / çekmek, cezbetmek 		2025-11-03 22:55:50
das Mitglied 	member		2025-11-03 22:58:50
der Profi	professional, expert	cafe libresso empty cup :D	2025-11-06 17:02:59
der napf	animal tray	jona	2025-11-06 17:05:59
goonen	masturbate competitively	simon	2025-11-07 19:48:15
geisteskrank 	sick in the head	simon	2025-11-07 19:51:15
der Champignon 	mushroom 	ataks lieblingswort	2025-11-10 07:18:31
die Überraschung 	surprise	begüms lieblingswort 	2025-11-10 07:21:31
die Verniedlichung 	diminutive (making something sound cute)  	madita - hallöchen popöchen	2025-11-10 20:05:36
der Firlefanz	bullshit but in a very cute way	liv	2025-11-11 17:19:20
demletzt 	recently, lately 	josua	2025-11-11 21:33:00
günstig 	affordable, cheap 	madita müsli	2025-11-12 10:50:31
verschiedene 	various, different 	madita müsli	2025-11-12 10:53:31
die Abwechslung 	variety, change 	madita müsli	2025-11-12 10:56:31
die Kokosflocken 	coconut flakes 	madita müsli	2025-11-12 10:59:31
das Nussmus 	nut butter/paste 	madita müsli	2025-11-12 11:02:31
die Kakaonibs 	cacaonibs	madita müsli	2025-11-12 11:05:31
das Hagebuttenpulver 	rosehip powder 	madita müsli	2025-11-12 11:08:31
die Cranberries 	cranberries 	madita müsli	2025-11-12 11:11:31
die Rosinen 	raisins	madita müsli	2025-11-12 11:14:31
die Goji-Beeren	goji berries	madita müsli	2025-11-12 11:17:31
der Kardamom 	cardamom	madita müsli	2025-11-12 11:20:31
das Ingwerpulver 	ginger powder	madita müsli	2025-11-12 11:23:31
der Zitronenabrieb 	lemon zest (grated) 	madita müsli	2025-11-12 11:26:31
der Korn-Mix 	grain mix	madita müsli	2025-11-12 11:29:31
der Milchersatz 	milk substitute 	madita müsli	2025-11-12 11:32:31
der Leinsamen	flaxseed	madita müsli	2025-11-12 11:35:31
die Hanfsamen 	hemp seeds	madita müsli	2025-11-12 11:38:31
die Mandeln	almonds	madita müsli	2025-11-12 11:41:31
das Mus	puree/spread/butter 	madita müsli	2025-11-12 11:44:31
die Pekannuss 	pecan nut	madita müsli	2025-11-12 11:47:31
die Paranuss 	Brazil nut	madita müsli	2025-11-12 11:50:31
das Selen 	selenium	madita müsli	2025-11-12 11:53:31
das Bircher	Bircher-style muesli 	madita müsli	2025-11-12 11:56:31
geraspelt 	grated	madita müsli	2025-11-12 11:59:31
die Karotte 	carrot	madita müsli	2025-11-12 12:02:31
die TK-Beeren 	frozen berries	madita müsli	2025-11-12 12:05:31
die Auswahl	selection, choice 	AK	2025-11-12 12:08:31
das Komitee 	committee 	AK	2025-11-12 12:11:31
auswählen 	to select, choose 		2025-11-12 12:14:31
fabelhaft	fabulous, marvelous 		2025-11-12 12:17:31
schüffeln	to sniff, to snoop 		2025-11-12 12:20:31
bunt 	colorful, multicolored 		2025-11-12 12:23:31
die Ameise 	ant		2025-11-12 12:26:31
die Ameisenkolonie 	ant colony 		2025-11-12 12:29:31
hirntot 	brain-dead 	hirn+tot	2025-11-12 12:32:31
beiläufig 	casual, incidental 	bei+laufen	2025-11-12 12:35:31
lebensnotwendig 	essential for life 		2025-11-12 13:02:00
der Sauerstoff	oxygen		2025-11-12 13:03:00
abgefahren 	 awesome / crazy (slang)  		2025-11-12 13:06:00
beeindrucken 	to impress 		2025-11-12 13:09:00
beeindruckend 	impressive 		2025-11-12 13:12:00
einzig	only / single 		2025-11-12 13:15:00
gesamt	entire / whole  		2025-11-12 13:18:00
das Gebrauchte 	used item 		2025-11-12 13:21:00
der Spottpreis	dirt-cheap price 		2025-11-12 13:24:00
klobig 	chunky, bulky 		2025-11-12 13:27:00
der Geschmack 	taste, flavor 		2025-11-12 13:30:00
ängstlich	anxious		2025-11-15 13:51:00
die Angst	fear		2025-11-15 13:54:00
besorgt	worried		2025-11-15 13:57:00
die Sorge	worry		2025-11-15 14:03:00
enttäuscht	disappointed		2025-11-15 14:06:00
die Enttäuschung	disappointment		2025-11-15 14:09:00
dankbar	grateful		2025-11-15 14:12:00
undankbar	ungrateful		2025-11-15 14:15:00
die Dankbarkeit	graditude		2025-11-15 14:18:00
entspannt	relaxed		2025-11-15 14:21:00
angespannt	tense		2025-11-15 14:24:00
die Entspannung	relaxation		2025-11-15 14:27:00
die Anspannung	tension		2025-11-15 14:30:00
gelangweilt	bored		2025-11-15 14:33:00
die Langeweile	boredom		2025-11-15 14:36:00
sich langweilen	to be bored		2025-11-15 14:39:00
genervt	annoyed		2025-11-15 23:42:41
sich nerven	to get irritated		2025-11-15 23:45:41
stolz	proud		2025-11-15 23:48:41
der Stolz	pride		2025-11-15 23:51:41
überfordert	overwhelmed		2025-11-15 23:54:41
die Überforderung	overwhelm		2025-11-15 23:57:41
überfordern 	to overwhelm		2025-11-16 00:00:41
gestresst	stressed		2025-11-16 00:03:41
der Stress	stress		2025-11-16 00:06:41
sich stressen	to stress oneself		2025-11-16 00:09:41
müde	tired		2025-11-16 00:12:41
die Müdigkeit	tiredness		2025-11-16 00:15:41
neidisch	envious		2025-11-16 00:18:41
der Neid	envy		2025-11-16 00:21:41
wütend	angry		2025-11-16 00:24:41
die Wut	anger		2025-11-16 00:27:41
verzweifelt	desperate		2025-11-16 00:30:41
die Verzweiflung	despair		2025-11-16 00:33:41
überrascht	surprised		2025-11-16 00:36:41
die Überraschung	surprise		2025-11-16 00:39:41
jmd. überraschen	to surprise someone		2025-11-16 00:42:41
ausschlafen	to sleep in		2025-11-16 00:45:41
die Vergangenheit	past		2025-11-16 00:48:41
die Sorgen	worries		2025-11-16 14:00:00
der Sessel	armchair	Susi sitzt im Sessel und sieht die Sonne	2025-11-18 15:19:00
nass	wet	Einsame Esel essen nasse Nesseln gern	2025-11-18 15:22:00
die Nessel	nettle / ısırgan otu		2025-11-18 15:25:00
schlau	clever, smart	Sechs schlaue Schüler schreiben schnell	2025-11-18 15:28:00
der Zwerg	dwarf	Zwei Zwerge zogen nach Zwickau	2025-11-18 15:31:00
der Zentner	50 kg	Zehn zahme Ziegen zogen zehn Zentner Zucker zum Zoo	2025-11-18 15:34:00
der Zweck	purpose	Der Zweck hat den Zweck den Zweck zu bezwecken; wenn der Zweck seinen Zweck nicht bezweckt, hat der Zweck keinen Zweck!	2025-11-18 15:37:00
bezwecken	to intend, to aim at		2025-11-18 15:40:00
der Speck	bacon	Spaghetti mit Spinat schmeckt fantastisch, aber am besten schmeckt Spaghetti mit Speck	2025-11-18 15:43:00
der Streusalzstreuer	road salt spreader	Der Streusalzstreuer zahlt keine Streusalzstreuersteuer, keine Streusalzstreuersteuer zahlt der Streusalzstreuer	2025-11-18 15:46:00
die Streusalzstreuersteuer	road salt spreader tax		2025-11-18 15:49:00
strahlen	to shine, to radiate, to beam	simon	2025-11-19 21:54:40
tendieren	to lean towards / to tend toward / to prefer (slightly)	Ich tendiere zu 8:30	2025-11-22 09:01:27
die Kerze 	candle		2025-11-23 22:56:23
unterfordert	not challenged enough 	simon - überfordert	2025-11-28 18:03:00
klitschnass 	soaking wet	simon	2025-11-29 06:00:00
handschue	eldiven	maya	2025-12-03 16:07:20
die ecke	corner	vale	2025-12-03 17:06:10
schlies ein tor	shoot a goal	vale	2025-12-03 17:09:10
verschwitz	sweaty	max	2025-12-04 11:01:00
durchziehen	x	x	2025-12-05 09:08:54
der Adventskalender	german xmas suprise calendar	lea	2025-12-05 09:11:54
godlos - bodenlos	verrückt	giulia	2025-12-06 09:16:50
klaut	steal	madita - wir sind hier, wir sind laut, weil ihr uns die Zukunft klaut!	2025-12-12 19:08:00
rasen	to race / to rush	Mein Leben rast auch! / Aber der Winter rast auch! 	2025-12-13 11:12:00
vergehen 	to pass, go by 	Im Sommer dachte ich, dass nur der Sommer so schnell vergeht. 	2025-12-13 11:15:00
schnacken 	to chat, to talk casually 	Ich glaube wir haben schon geschnackt, seit du das aufgeschrieben hast, oder? 	2025-12-13 11:18:00
der Wettkampf 	competition 	Der Wettkampf in Köln war klasse! 	2025-12-13 11:21:00
die Konkurrentinnen 	female competitors 	Und jetzt, wo ich meine Konkurrentinnen gesehen habe, habe ich Motivation geschöpft, neue, schwierigere Sprünge zu lernen. 	2025-12-13 11:24:00
schöpfen 	to draw (motivation, strength), to scoop 		2025-12-13 11:27:00
die Sprünge 	jumps (acrobatics, sports) 		2025-12-13 11:30:00
die Mühe	effort	Danke für deine Mühe mit den Korrekturen, ich fand sie super. 	2025-12-14 19:29:14
während 	while, during 	Während du in Köln gekämpft hast, bin ich schon wieder krank geworden und hab die ganze verdammte Woche nur ausgeruht 	2025-12-14 19:32:14
kämpfen 	to fight		2025-12-14 19:35:14
ausruhen 	to rest 		2025-12-14 19:38:14
die Medaille 	medal		2025-12-14 19:41:14
schwubs	just like that , whoop , hop diye	umgangssprachlich - Und schwubs finde ich deinen Brief im Briefkasten!	2025-12-15 22:11:00
Mist!	damn, crap		2025-12-15 22:14:00
das Zutun	involvement, doing	Ohne mein Zutun habe ich auch gerade 30 Tage Strava-Premium	2025-12-15 22:17:00
eben	just now, simply	Habe eben extra nachgeschaut	2025-12-15 22:20:00
nachschauen	to check, look up		2025-12-15 22:23:00
rum 	over, done	short for herum - Dann ist es rum :)	2025-12-15 22:26:00
reif (für)	ready (for), due for	Ich bin echt reif für die Weihnachtspause	2025-12-15 22:29:00
Yuchu!	yay! (cheer, often ironic)		2025-12-15 22:32:00
demnächst	soon, in the near future	Bis demnächst	2025-12-15 22:35:00
die verletzung	injury	giulia	2025-12-16 11:30:59
die umarmung	hug	giulia	2025-12-16 11:33:59
alles fit im schrit	alles fit	giulia	2025-12-16 11:35:00
alles los in der hose	alles fit	simon	2025-12-16 17:33:19
ach so	.	ipek	2025-12-18 10:37:59
das Pfännchen 	raclette lil pan	simon	2025-12-18 22:01:23
gut ankommen 	arrive safely	ella - Ich hoffe du kommst gut an in Colmar!	2025-12-19 00:19:19
die Pfanne 	pan	in der Pfanne	2025-12-19 00:22:19
klitzekleim	.	emilia	2025-12-20 09:15:06
winzig	.	emilia	2025-12-20 09:18:06
mikroskopish	.	emilia	2025-12-20 09:21:06
megagroß			2025-12-20 09:24:06
riesig	.		2025-12-20 09:27:06
höflicher	.		2025-12-20 09:30:06
wunschsatze	.		2025-12-20 09:33:06
die Dörfer	villages	kleine Dörfer, ein Ort besonders, Neuf-Brisach heißt es, richtiges Filmmaterial	2025-12-21 22:00:00
die Autobahn 	highway	Beim Rerouting hat mich die Navigation auf die Autobahn schicken, ich so: nein danke.	2025-12-21 22:03:00
schicken 	to send		2025-12-21 22:06:00
schlammig	muddy	Bin dann auf einen Trail gegangen, war schlammig aber geil.	2025-12-21 22:09:00
pinkeln	 to pee	umgangssprachlich - Meine Guilty Pleasure ist es, im Wald zu pinkeln	2025-12-21 22:12:00
das Szenario	scenario	in meinem Kopf war das Szenario schon, dass ich ihn verpasse.	2025-12-21 22:15:00
verpassen	to miss		2025-12-21 22:18:00
rufen	to shout / to call	Als ich’s geschafft hab, hab ich laut „fuck yeah“ gerufen	2025-12-21 22:21:00
mitten drin (sein)	right in the middle (of it)	Hab den Raclette-Abend mitten drin in der WG erwischt	2025-12-21 22:24:00
erwischen	to catch / run into		2025-12-21 22:27:00
der Abschluss	ending, finale	was für ein Abschluss	2025-12-21 22:30:00
sich kreuzen	to cross (paths)	ich bin sehr dankbar, dass sich unsere Wege gekreuzt haben	2025-12-21 22:33:00
froh	happy	Frohe Weihnachten	2025-12-21 22:36:00
das Weihnachten	Christmas		2025-12-21 22:39:00
grotesk 	grotesque, absurd 	carlota	2025-12-27 20:27:59
die Beziehung 	relationship 	carlota	2025-12-27 20:30:59
universell 	universal 		2025-12-27 20:33:59
die Gülle 	liquid manure, cow shit	carlota	2025-12-27 20:36:59
der Totenkopf 	skull	carlota clemens	2025-12-27 20:39:59
Prösterchen 	cheers	clemens hannes	2025-12-27 20:42:59
der Kumpel	buddy / pal / kanka	clemens	2025-12-28 13:59:27
fünf uf Lütze	five past twelve 	dialect	2025-12-28 14:02:27
das Plätzchen 	xmas cookie		2025-12-28 14:05:27
überraschend 	surprising 		2025-12-28 14:08:27
spürbar 	noticeable 	spüren + -bar 	2025-12-28 14:11:27
der Einbürgerungstest 	  naturalization test / vatandaşlık sınavı 	hannes	2025-12-28 14:14:27
das Vieh 	hayvan	hannes	2025-12-28 14:17:27
gute fahrt	have a good trip / iyi yolculuklar 	carlota	2025-12-28 14:20:00
 stimmt übrigens	that’s true by the way / doğru bu arada 		2025-12-28 14:21:00
die Kleinigkeit	small thing 	till	2025-12-28 15:33:41
die Verbindung	connection	nico	2025-12-28 15:58:43
optimal	optimal	giulia	2025-12-28 19:33:17
ehrlich 	honest / honestly 	leonie	2025-12-28 19:36:17
lang gewesen	has been long / uzun sürmüş 	leonie	2025-12-28 19:39:17
das Häppchen	small bite, snack 	giulia	2025-12-28 19:42:17
 gierig 	greedy	hannes	2025-12-28 21:10:20
der Weizenstutzen	wheat beer glass (short, thick) 	clemens	2025-12-28 23:28:19
obacht!	vorsicht	hannes	2025-12-29 11:35:24
wehtun	hurt	giulia	2025-12-29 11:38:24
alleer	dicka	leonie	2025-12-29 12:24:20
babblen	yap	leonie	2025-12-29 12:27:20
wettrennen	race	benno	2025-12-29 12:53:42
querfeldein	offroad	hannes komm wir gehen querfeldein	2025-12-29 13:03:34
tanenzapfen		marie	2025-12-29 13:26:55
laune	mood	giulia	2025-12-29 14:10:56
erobern	ball gewinnen	hannes - eoban 	2025-12-29 14:13:56
tunnler	beşik	hannes tunla tunnel	2025-12-29 14:16:56
der Zauberer	magician	hannes - ronaldinho	2025-12-29 14:19:56
köter - drecks köter	hund - scheise hund	hannes	2025-12-29 14:22:56
blähungen - furzen	fart	hannes 	2025-12-29 17:08:30
zur zeit	these days	hannes	2025-12-29 17:11:30
eichel	top of penis	hannes	2025-12-29 17:14:30
ü über u unter		habbes	2025-12-29 17:17:30
armer ritter	bennos yumurtali ekmek		2025-12-30 09:34:30
stiefschwester		marie	2025-12-30 09:37:30
stricken	knitten	ipa	2025-12-30 09:40:30
immer der nase nach		hannes	2025-12-30 12:03:45
kehrtwende	u turn	hannes	2025-12-30 13:00:56
gestrüpt	viele bushe	habnes	2025-12-30 13:03:56
stromtrasse	electrial tower way	clemens	2025-12-30 13:06:56
ich küsse dein herz	danke	leonie	2025-12-30 13:09:56
eine zahn zu legen	speed up		2025-12-30 13:12:56
mach mal tempo		giulia - to group macht mal tempo	2025-12-30 13:15:56
hola die waldfee	crazy omg	giulia	2025-12-30 13:18:56
invalide	carlota mit stick	clemens	2025-12-30 13:21:56
tieht wie heckssuppen	windy	hannes	2025-12-30 22:15:54
ruhine	ruins	hannes - burg	2025-12-31 09:54:55
gesaubert	cooked	hannes - 2 eggs - bora hat gesaubert	2025-12-31 15:29:12
bettribsausflug	firma holiday	hannes	2025-12-31 19:13:49
man kauft die katze im Sack	mit negatives	hannes - raclette	2025-12-31 19:16:49
zwei verschiedene paar schuhe		hannes	2025-12-31 19:19:49
jacke wie hose		giulia	2025-12-31 19:22:49
glied	penis	hannes	2025-12-31 19:25:49
dehnen	stretch	hannes - dehnen wir uns?	2025-12-31 19:28:49
stattfinden	to take place	hannes - wo findet der gb statt?	2025-12-31 19:31:49
unterbrechen	to stop n continue after pause	hannes	2025-12-31 19:34:49
reinluschern	peaking / to look inside	hannes julius	2025-12-31 21:55:09
strobo	flashing	julius	2025-12-31 23:16:35
frohle	brrrrr	giulia	2026-01-01 16:52:06
pünkeln	brrrr	giulia	2026-01-01 16:55:06
der Wellengang	wave motion	ella - Man sieht richtig den Wellengang 🌬️🌊	2026-01-01 21:54:03
der Zollstock	folding ruler	clemens	2026-01-01 23:17:42
der Empfang 	reception		2026-01-02 11:37:10
der Saftladen	shitty place	ida marie	2026-01-02 20:40:19
cao kakao		ida	2026-01-02 20:43:19
grüße gemüse		clemens	2026-01-02 20:46:19
mumpets	quatch	carlota	2026-01-03 19:04:49
beibringen	to teach 	carlota - Rate mal, wie viele Wörter du mir beigebracht hast.	2026-01-03 19:05:00
rülpsen	burp	carlota	2026-01-03 19:07:49
faul	lazy 	carlota	2026-01-03 19:13:49
So muss das!		simon	2026-01-03 19:16:49
von nix kommt nix 	nothing comes from nothing	simon - expresses that effort is required for results	2026-01-05 22:11:00
der Stillstand	standstill, stagnation, durgunluk	simon	2026-01-05 22:14:00
der Rückschritt	step back	simon	2026-01-05 22:17:00
i heise nur nicht bora, sondern heise auch euch willkommen		clemens	2026-01-07 21:15:45
die Lasagne 	lasagna	clemens wort des tages	2026-01-07 21:18:45
auf sich warten lassen	to take a long time, to keep someone waiting	Sorry, dass mein Antwortbrief so lange auf sich warten gelassen hat!	2026-01-09 22:11:00
rum (sein)	over, finished	Jetzt ist es rum und ich bin erleichtert und habe Energie und Kapazitäten für die schönen Dinge.	2026-01-09 22:14:00
erleichtert 	relieved		2026-01-09 22:17:00
die Energie	energy		2026-01-09 22:20:00
die Kapazitäten	capacities		2026-01-09 22:23:00
solala	so so	Meinem geht es solala.	2026-01-09 22:26:00
ordentlich	proper, solid	Vorgestern habe ich mit ordentlichem Training angefangen – quasi Reha / Physio.	2026-01-09 22:29:00
quasi	basically		2026-01-09 22:32:00
die Reha	rehab		2026-01-09 22:35:00
die Physio	physiotherapy		2026-01-09 22:38:00
merken	to notice	Ich merke jetzt schon, dass es wirkt!	2026-01-09 22:41:00
wirken	to work, have an effect		2026-01-09 22:44:00
tabula rasa	clean	fidan 	2026-01-10 12:34:50
gebongt	safe	aloïs	2026-01-10 12:37:50
wer nix wird wird wirt			2026-01-10 12:40:50
das Kränzchen	small wreath / small social gathering 	fidan - lena - Hat jemand Lust um 15 Uhr auf Kaffeekränzchen? :)	2026-01-10 13:42:37
die verschlimmbesserung	try to improve but make it worse	lena 	2026-01-10 13:45:37
den rappel kriegen	ur room so messy u say fak i get my shit together	benno	2026-01-10 13:48:37
hop		lukas	2026-01-10 13:51:37
kippeln			2026-01-10 18:19:06
umkippen			2026-01-10 18:22:06
nickerchen	nap	marie	2026-01-15 11:01:33
süffig	super	lena - bumblebee ist so süffig	2026-01-15 14:24:41
die Nebelschlussleuchte 		clemens	2026-01-15 18:09:00
das Scheibenwischwasser 		clemens	2026-01-15 18:12:00
lass dir dein essen schmecken	enjoy ur food	madita	2026-01-15 20:06:45
koftespieß	meme	ella	2026-01-17 15:00:11
sportweizen	non alcholic weizen	max	2026-01-17 15:03:11
sclauch	hose	simon	2026-01-17 21:55:23
düse	maxs penis	max	2026-01-17 21:58:23
bierfaitzl		clemens	2026-01-17 22:01:23
schlimmschön	bad good	elea - when smth bad but also schön	2026-01-17 22:04:23
sackschweiß	sweaty balls	max	2026-01-17 22:07:23
nickerchen	nap	madita	2026-01-18 19:31:35
sparrschwein	piggybank	simon	2026-01-21 17:18:04
edel		ella	2026-01-23 11:59:52
der arschbohrer	pandik	simon clemens carlota	2026-01-29 19:52:34
schadenfreudige	u like it when others suffer	emilia - flip 7 - substantiv	2026-02-05 18:22:29
der Herzenmensch	person of the hart	emilia 	2026-02-05 18:25:03
die Schadenfreude		emilia - schaden damage freude joy	2026-02-05 18:25:29
der Wurm		hannah	2026-02-05 18:28:03
der Regenwurm		hannah	2026-02-05 18:31:03
seifenblasen	soap bubble	hannah	2026-02-05 18:34:03
springer			2026-02-05 18:37:03
dame			2026-02-05 18:40:03
bunt	colored	emilia	2026-02-05 18:43:03
bauer			2026-02-05 18:46:03
anbauen		emilia	2026-02-05 18:49:03
bauen	farmer	kolin	2026-02-05 18:52:03
läufer			2026-02-05 18:55:03
könig			2026-02-05 18:58:03
kohle			2026-02-05 19:01:03
deckweiß			2026-02-05 19:04:03
khaki			2026-02-05 19:07:03
triton			2026-02-05 19:10:03
turm			2026-02-05 19:13:03
der Glückspilz		kolin	2026-02-05 19:16:03
die Badewanne		kolin	2026-02-05 19:19:03
matsch	mud	madita mateo	2026-02-06 20:25:49
langer	long guy	 max - mannheim longeh	2026-02-06 21:44:41
passt schon	passcho	simon weiss	2026-02-06 22:11:19
der Nackedei	naked person		2026-02-11 17:33:48
das Fernweh	wanderlust, longing to travel 	fern + weh	2026-02-11 17:36:48
aufmerksam	attentive, alert 		2026-02-11 17:39:48
aufmerken	to notice		2026-02-11 17:42:48
 oberhalb der Alhambra	above the Alhambra 	hannes - wg brief	2026-02-11 17:45:48
 Vortrag halten	to give a lecture 	hannes - wg brief	2026-02-11 17:48:48
 genossen 	enjoyed	hannes - wg brief	2026-02-11 17:51:48
der Zweizeiliger 	two lined poster	hanne - crep poster	2026-02-11 17:54:48
die Zeile	line (text) 		2026-02-11 17:57:48
die Pissnelke 	 jerk, idiot	madita - cute	2026-02-11 18:00:48
Trulla	silly woman, airhead 	madita	2026-02-11 18:03:48
Dulli	dummy, fool  	madita	2026-02-11 18:06:48
ulkig 	funny, comical 	simon	2026-02-11 18:09:48
 nennen	to call, to name 		2026-02-11 18:12:48
herzaft	savory	simon - before bed	2026-02-13 20:51:00
das Kaff 	ücra kasaba	marie - wg date	2026-02-14 20:54:00
kaluzara	boy	anna	2026-02-21 09:19:35
atmung			2026-02-24 19:19:17
frauenfrage			2026-02-24 19:22:17
übergangs jacke			2026-02-24 19:25:17
tip top			2026-02-24 19:28:17
tip top ohne wiederrede	no discussion	madita mama	2026-02-24 19:31:17
unrat	trash	clemens	2026-02-25 18:43:07
geschnitten	sliced	max	2026-02-25 18:46:07
blätchen	paged	max	2026-02-25 18:49:07
geraspelt	parmesaned	max	2026-02-25 18:52:07
e fau	midman football	hannes	2026-02-25 18:55:07
fettnäpfchen	pot kirmak	hannes - clemens schilerler freunde	2026-02-27 20:05:54
pass	pass	carlota	2026-02-28 13:17:14
ja / hier	pass	hannes	2026-02-28 15:34:33
nach forne		till	2026-02-28 15:37:33
freistoss		hannes	2026-02-28 15:40:33
zünd	shoot	vale	2026-02-28 15:43:33
hinterman		habnes	2026-02-28 15:46:33
trea auf		hannes	2026-02-28 15:49:33
schick	ara pas	hannes	2026-02-28 15:52:33
klatch	hemen geri at topu	hannes	2026-02-28 15:55:33
leo	mein ball	hannes	2026-02-28 15:58:33
langer		hannes	2026-02-28 16:01:33
leichen			2026-02-28 16:04:33
ermutigung	encouragement	ella	2026-03-07 21:05:32
gerücht	rumor	max ella	2026-03-07 21:08:32
geduldig	pateince	ella	2026-03-07 21:11:32
die Zugabe	one more	kasi	2026-03-20 16:00:37
anfassen	to touch	kasi ella	2026-03-20 16:03:37
bunda	arsch	clemens dani simon	2026-03-20 20:23:42
die morgenlatte	morning wood	simon	2026-03-20 20:26:42
Um was geht’s? 	what is it about? konu ne?	Worum geht es? 	2026-03-23 12:01:00
fleißig 	diligent / çalışkan 		2026-03-23 12:04:00
die Beratung 	consultation / danışmanlık 	beraten - RAT	2026-03-23 12:07:00
einen Rat geben 	to give advice 		2026-03-23 12:10:00
streng	strict		2026-03-23 12:13:00
locker 	relaxed 		2026-03-23 12:16:00
das Verhalten 	behavior 		2026-03-23 12:19:00
der Vortrag 	presentation 		2026-03-23 12:22:00
durfte 	was allowed to 		2026-03-23 12:25:00
Komm gut nach Hause 	get home safely 		2026-03-23 12:28:00
der Witwer 	widower 		2026-03-23 12:31:00
die Schneiderin	seamstress / terzi kadın 		2026-03-23 12:34:00
der Stadtrand	city outskirts 		2026-03-23 12:37:00
der Vorort 	suburb		2026-03-23 12:40:00
die Schande 	shame		2026-03-23 12:43:00
gezogen	pulled, moved / çekilmiş 	ziehen	2026-03-23 12:46:00
Wo er recht hat, hat er recht	he’s right / adam haklı 		2026-03-23 12:49:00
Hätte, hätte, Fahrradkette 			2026-03-23 12:52:00
die Schicht 	shift	 Jetzt ist Schicht	2026-03-23 12:55:00
der Schluss 	end		2026-03-23 12:58:00
das Fremdwort 	foreign word		2026-03-23 13:01:00
 abhängen out 	hang out	wir hangen zusammen ab	2026-03-23 13:04:00
 abkühlen 	to cool down		2026-03-23 13:07:00
die Lücke 	gap		2026-03-23 13:10:00
der Platzhalter 	placeholder		2026-03-23 13:13:00
der Anglizismus 			2026-03-23 13:16:00
der Zwang	compulsion / zorunluluk 		2026-03-23 13:19:00
der Befehl	command / emir 		2026-03-23 13:22:00
die Erlaubnis	permission / izin		2026-03-23 13:25:00
die Landtagswahl	state election / eyalet seçimi 		2026-03-23 13:28:00
das Bundesland	federal state / eyalet 		2026-03-23 13:31:00
der Ministerpräsident	state premier / eyalet başbakanı 		2026-03-23 13:34:00
das Plakat	poster / afiş 		2026-03-23 13:37:00
das Wahllokal	polling station / oy verme yeri 		2026-03-23 13:40:00
 einverstanden	agreed / kabul 		2026-03-23 13:43:00
 in Ordnung	okay / tamam 		2026-03-23 13:46:00
die Volkshochschule	adult education center / halk eğitim merkezi 		2026-03-23 13:49:00
die Teilnahme	participation / katılım 		2026-03-23 13:52:00
 auf derselben Seite	on the same page / aynı fikirde 		2026-03-23 13:55:00
Hemden bügeln	iron shirts / gömlek ütülemek 		2026-03-23 13:58:00
den Schrank reparieren	repair the cupboard / dolabı tamir etmek 		2026-03-23 14:01:00
der Morgensport	morning exercise / sabah egzersizi 		2026-03-23 14:04:00
den Keller putzen	clean the basement / bodrumu temizlemek 		2026-03-23 14:07:00
die Oper 	opera		2026-03-23 14:10:00
notwendig 	necessary 		2026-03-23 14:13:00
ständig	constant, frequent 		2026-03-23 14:16:00
erforderlich	required, necessary 	more formal than notwendig	2026-03-23 14:19:00
dennoch 	nevertheless		2026-03-23 14:22:00
das Möbelgeschäft	furniture store 		2026-03-23 14:25:00
der Geschmack 	taste		2026-03-23 14:28:00
 hell 	bright		2026-03-23 14:31:00
schwierig 	difficult		2026-03-23 14:34:00
hässlich 	ugly		2026-03-23 14:37:00
die Kette 	chain		2026-03-23 14:40:00
das Regal	shelf		2026-03-23 14:43:00
die Verneinung 	negation		2026-03-23 14:46:00
der Bikini 	bikini		2026-03-23 14:49:00
hübsch 	pretty		2026-03-23 14:52:00
der Koffer 	suitcase		2026-03-23 14:55:00
die Bildschirme	screens, monitors 		2026-03-23 14:58:00
die Geldbörse 	wallet		2026-03-23 15:01:00
 niedrig 	low		2026-03-23 15:04:00
 breit 	wide		2026-03-23 15:07:00
 schmal 	narrow		2026-03-23 15:10:00
der Mantel 	coat		2026-03-23 15:13:00
Zustand 			2026-03-23 15:16:00
das Besteck 	cutlery		2026-03-23 15:19:00
die Kratze 	scratch		2026-03-23 15:22:00
der Stoff	fabric , material 		2026-03-23 15:25:00
 bunt 	colorful		2026-03-23 15:28:00
die Nähmaschine	sewing machine 		2026-03-23 15:31:00
